,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
40,Glimpse of Us,Joji,78,viral pop,233456,2022-06-10,83,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,3,"She'd take the world off my shoulders if it was ever hard to move
She'd turn the rain to a rainbow when I was living in the blue
Why then if she's so perfect, do I still wish that it was you?
Perfect don't mean that it's working, so what can I do? (Ooh)

When you're out of sight in my mind

'Cause sometimes I look in her eyes, and that's where I find a glimpse of us
And I try to fall for her touch, but I'm thinking of the way it was
Said, ""I'm fine"" and said, ""I moved on""
I'm only here passing time in her arms
...
"
41,Bad Habit,Steve Lacy,80,afrofuturism,232066,2022-07-15,83,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,4,"(I wish I knew you) wanted me
I wish I knew, I wish I knew you wanted me
I wish I knew, I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, coulda made a move
If I knew I'd be with you
Is it too late to pursue?

I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew, I wish I knew you wanted me
I wish I knew (oh), I wish I knew you wanted me
...
"
42,Mood (feat. iann dior),24kGoldn,69,"cali rap, pop rap",140525,2020-07-24,13,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,4,"(Oh-oh-oh)
(Yeah, yeah, yeah, yeah, yeah)

Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view

Why you always in a mood?
Fuckin' 'round, actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby, I ain't playing by your rules
Everything look better with a view, yeah

I could never get attached
When I start to feel, I unattach
Somehow always end up feeling bad
Baby, I am not your dad
It's not all you want from me
I just want your company

...
"
43,august,Taylor Swift,100,pop,261922,2020-07-24,90,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4,"Salt air, and the rust on your door
I never needed anything more
Whispers of ""Are you sure?""
""Never have I ever before""

But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine

Your back beneath the sun
Wishin' I could write my name on it
Will you call when you're back at school?
I remember thinkin' I had you

But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
...
"
44,Feather,Sabrina Carpenter,80,pop,185552,2023-03-17,93,0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,4,"(Do-do-do, do-do-do, do-do-do, do-do-do)
(Do-do, do-do-do, do-do-do, do-do-do)
Oh, not another take

Oh, it's like that, I'm your dream come true
When it's on a platter for you
Then you pull back, when I try to make plans
More than two hours in advance, hmm

I slam the door, I hit ignore
I'm saying, no, no, no, no more
I got you blocked
After this, an afterthought
I finally cut you off

I feel so much lighter like a feather with you off my mind, ahh
Floatin' through the memories like whatever
You're a waste of time, ahh
Your signals are mixed, you act like a bitch
You fit every stereotype, send a pic
I feel so much lighter like a feather with you out my life
With you out my life
...
"
45,Water,Tyla,76,,200255,2023-07-28,94,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,4,"Make me sweat, make me hotter
Make me lose my breath, make me water
Make me sweat, make me hotter
Make me lose my breath, make me water

Normally
I can keep my cool, but tonight I'm wildin'
I'ma be, yeah
In a dangerous mood, can you match my timing?
Mm-mm, telling me
That you really 'bout it, why try hide it? Oh
Talk is cheap, so show me
That you understand how I like it

Can you blow my mind?
Set off my whole body
If I give you my time
Can you snatch my soul from me?
I don't wanna wait, come take it
...
"
46,34+35,Ariana Grande,89,pop,173710,2020-10-30,81,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,4,"Hmm

You might think I'm crazy
The way I've been cravin'
If I put it quite plainly
Just give me them babies
So, what you doing tonight?
Better say, ""doin' you right"" (yeah)
Watching movies, but we ain't seen a thing tonight (yeah)

I don't wanna keep you up (you up)
But show me, can you keep it up? (It up?)
'Cause then I'll have to keep you up
Shit, maybe I'ma keep you up, boy

I've been drinking coffee (I've been drinking coffee)
And I've been eating healthy (and I've been eating healthy)
You know I keep it squeaky, yeah (you know I keep it squeaky)
Saving up my energy (yeah, yeah, saving up my energy)

Can you stay up all night?
Fuck me 'til the daylight
34, 35 (yeah, yeah, yeah, yeah)
Can you stay up all night? (All night?)
Fuck me 'til the daylight
34, 35 (yeah, yeah, yeah, yeah)

Can we stay up all night? Fuck a jet lag
You bring yo' fine ass and overnight bag
...
"
47,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,89,"canadian pop, pop",198081,2021-03-19,83,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,4,"I got my peaches out in Georgia (oh, yeah, shit)
I get my weed from California (that's that shit)
I took my chick up to the North, yeah (badass bitch)
I get my light right from the source, yeah (yeah, that's it)

And I see you (oh), the way I breathe you in (in), it's the texture of your skin
I wanna wrap my arms around you, baby, never let you go, oh
And I say, oh, there's nothing like your touch
It's the way you lift me up, yeah
And I'll be right here with you 'til the end

I got my peaches out in Georgia (oh, yeah, shit)
I get my weed from California (that's that shit)
I took my chick up to the North, yeah (badass bitch)
I get my light right from the source, yeah (yeah, that's it)

You ain't sure yet, but I'm for ya
All I could want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
...
"
48,First Class,Jack Harlow,83,"deep underground hip hop, kentucky hip hop, pop rap, rap",173947,2022-04-08,12,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,"Uh

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I been a (G), throw up the (L)
Sex in the (AM), uh-huh (O-R-O-U-S, yeah)
And I could put you in (first class, up in the sky)
I could put you in (first class, up in the, up-up in the)

I could see the whole city from this balcony
Back in 2019, I was outside freely, but now they got it out for me
I'on care what frat that you was in
You can't alpha me, keep dreaming

Pineapple juice, I give her sweet, sweet, sweet semen
I know what they like, so I just keep cheesing
Hard drive full of heat seeking
...
"
49,Rich Flex,Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",239359,2022-11-04,86,0.561,0.52,11,-9.342,0,0.244,0.0503,1.86e-06,0.355,0.424,153.15,3,"Go buy a zip of weed, hit the club
Pay for 'bout ten nigga to get in, we crunk, lit in this bitch, yeah

(Body up, yuh, yuh)
Know we walk around the world
(Body up, yuh, yuh)
Steppin' not givin' a damn 'bout where our feet land at

Yeah, get your ass mushed, smooshed (6ix)
Yeah, 21, the biggest

Put a nigga in the chicken wing, pussy

21, can you do some' for me? (21)
Can you hit a lil' rich flex for me? (21)
And 21, can you do sum' for me? (21, 21)
Drop some bars to my pussy ex to me
And 21 (21), can you do some' for me? (Yeah)
Can you talk to the opps necks for me? (Okay)
21, do your thing, 21, do your thing (21)
Do your thing, 21, do your thing

Yellow diamonds in the watch, this shit cost a lot
Never send a bitch your dot, that's how you get shot
I DM in Vanish Mode, I do that shit a lot
Took her panties off and this bitch thicker than a plot

All my exes ain't nothin', them hoes busted
If my opps ain't rappin', they ass duckin'
...
"
50,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",244684,2023-06-23,97,0.522,0.641,8,-6.287,1,0.0318,0.0545,0.0,0.162,0.202,87.51,4,"Lock me up and throw away the key
He knows how to get the best out of me
I'm no force for the world to see
Trade my whole life just to be

Tell nobody I control you
I broke you just to own you
They can't tell that I love you
'Cause you're loyal, baby

I love when you're submissive
Love it when I break skin
You feel pain without flinchin'
So say it

Give me tough love
Leave me with nothin' when I come down
My kinda love
Push me and choke me 'til I pass out

We don't gotta be in love, no
...
"
51,FTCU,Nicki Minaj,87,"hip pop, pop, queens hip hop, rap",172137,2023-12-08,88,0.928,0.458,11,-6.751,1,0.187,0.0175,0.000446,0.118,0.242,144.995,4,"Fuck this club up, fuck this, fuck this club up (Flocka)
Fuck this club up, fuck this, fuck this club up (Flocka)
Fuck this club up, fuck this, fuck this club up (Flocka)
(ATL Jacob, he a fuckin' millionaire) yeah

Fuck this club up, fuck this, fuck this club up (yeah, yeah, yeah-yeah) (Flocka)
Fuck this club up, fuck this, fuck this club up (yeah, yeah-yeah) (Flocka)
Fuck this club up, fuck this, fuck this club up (yeah, yeah-yeah) (Flocka)
Fuck this club up, fuck this, fuck this club up (Flocka)

Ayo, I tell 'em that I'm the Sleeze, they tellin' me, ""Okay, prove it""
I leave these bitches on read, so now they know that they blew it
I tell 'em I'm movin' units, my videos, they gon' view it
Spotify ain't gotta lie, they really streamin' my music (woo, woo)

I give bitches the crown, they fuck around and lose it, nah (nah)
I am the wave, I only wave when I'm tellin' 'em bye (bye)
Bitch, we ain't twinnin', ain't fraternal or identical (cal)
...
"
52,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,84,"argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino",198937,2022-07-06,87,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4,"(Perreamos toda la noche y nos dormimo' a las 10:00)

Llegué al club con el combo, rápido la vi lejos
Se pintaba lo' labios y la copa como espejo
Se acercó poco a poco y yo queriendo que me baile
Luego me dijo: ""vamos, que te enseño Buenos Aire'""

Y nos fuimos en una, empezamo' a la 1:00
Y con la nota, rápido nos dieron las 3:00
Perreamos toda la noche y nos dormimo' a las 10:00
Ando rezándole a Dios pa repetirlo otra ve'

Y nos fuimos en una, empezamo' a la 1:00
Y con la nota, rápido nos diеron las 3:00
Perreamos toda la nochе y nos dormimo' a las 10:00
Ando rezándole a Dios pa repetirlo otra ve' (eh-eh, eh-eh, eh-eh)

Dime, beba, fecha y hora y te paso a buscar
Yo le llego donde los demás tú sabes que no le llegan
Ruido de botellas de champán, de las copas al brindar
Pero solo escucho cómo late (eh-eh, eh-eh)
Mi corazón cuando veo ese cuerpo'e escaparate
...
"
53,Love On,Selena Gomez,82,"pop, post-teen pop",181650,2024-02-22,82,0.756,0.529,0,-6.237,1,0.0368,0.183,2.32e-06,0.0791,0.524,115.987,4,"Qu'est-ce que je vais te nommer?
Je vais te nommer ""L'amour""
""L'amour tendre""

Wait 'til I turn my love on
Wait 'til-, wait 'til-
Wait 'til I turn my love on
I'm no cheap thrill
I'm a rollercoaster ride, baby, jump on
Come on, come on
'Cause, baby, if you can't tell (baby, if you can't tell)
You're what I wanna love on, oh

This doesn't have to be some sort of
Mathematical equation
Slip off your jeans, slide in the sheets
Screaming, ""Yes"" in quotations
Clock in, baby, get to work
Night shift, but with all the perks
Time stamping when you fell in love
Time can't mess with us

Ooh
If you think about fallin'
Got you covered like garments
Ooh
I deserve an applause for keeping you up late
'Til you can't see straight, just wait, whoo!
...
"
54,Toosie Slide,Drake,96,"canadian hip hop, canadian pop, hip hop, pop rap, rap",247058,2020-04-03,74,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,4,"Black leather glove, no sequins
Buckles on the jacket, it's Alyx shit
Nike crossbody, got a piece in it
Got a dance, but it's really on some street shit
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin' either way, we 'bout to slide, ayy
Can't let this one slide, ayy

Don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you thug passion
It's a Thriller in the trap where we from

Baby, don't you wanna dance with me? No?
I could dance like Michael Jackson
I could give you satisfaction
And you know we out here every day with it
I'ma show you how to get it

It go right foot up, left foot, slide
Left foot up, right foot, slide
Basically, I'm sayin', either way, we 'bout to slide, ayy
Can't let this one slide, ayy (Who's bad?)

2,000 shorties wanna tie the knot, ayy, yeah
200 shooters on my brother's block, woah, yeah
Petal off a rose like I love her not, maybe not
...
"
